"NMD" "NMD_derived" "Longest" "APPRIS_imputed" "Pervasive_imputed" "Longest_length" "Percentage_seq_imputed" "Domain_INFO" "Domain_percentage_imputed" "MaxPerDomain_imputed" "number_of_100_damaged_imputed" "Domain_matched_imputed" "Site_INFO" "Site_percentage_imputed" "MaxPerSite_imputed" "number_of_100_damaged_Site_imputed" "Site_matched_imputed" "IImunity" "Antiviral" "ISG" "OMIMrecessive" "pRDG" "RVIS" "group"
"718" "1" "0" "1" "1" "1" "1554" "86.8725868725869" "1" "100" "100" "4" "0" "1" "100" "100" "1" "0" "0" "0" "0" "0" "0.209308636" "-0.554717505" "Pathogenic_stop"
"719" "1" "0" "1" "1" "1" "2229" "52.8936742934051" "1" "100" "100" "2" "0" "1" "100" "100" "7" "0" "1" "1" "1" "0" "0.190504819" "-0.732911333" "Pathogenic_stop"
"720" "1" "0" "1" "1" "1" "2229" "60.699865410498" "1" "100" "100" "2" "1" "1" "100" "100" "7" "1" "1" "1" "1" "0" "0.190504819" "-0.732911333" "Pathogenic_stop"
"721" "1" "0" "1" "1" "1" "1179" "34.4359626802375" "1" "100" "100" "4" "0" "1" "100" "100" "2" "0" "0" "0" "0" "0" "0.354590512" "0.464864541" "Pathogenic_stop"
"722" "0" "0" "1" "1" "1" "498" "21.0843373493976" "1" "15.9574468085106" "15.9574468085106" "0" "1" "0" "21.0843373493976" "100" "1" "0" "0" "0" "0" "0" "0.074792654" "0.12689526" "Pathogenic_stop"
"723" "0" "0" "1" "1" "1" "498" "16.8674698795181" "1" "8.51063829787234" "8.51063829787234" "0" "1" "0" "16.8674698795181" "100" "1" "0" "0" "0" "0" "0" "0.074792654" "0.12689526" "Pathogenic_stop"
"724" "1" "0" "1" "1" "1" "2568" "92.7570093457944" "1" "92.7485380116959" "92.7485380116959" "0" "1" "1" "100" "100" "2" "0" "0" "0" "0" "1" "0.374081119" "-0.615405356" "Pathogenic_stop"
"725" "1" "0" "1" "1" "1" "2568" "48.481308411215" "1" "48.4210526315789" "48.4210526315789" "0" "1" "1" "100" "100" "2" "0" "0" "0" "0" "1" "0.374081119" "-0.615405356" "Pathogenic_stop"
"726" "1" "0" "1" "1" "1" "2568" "10.7476635514019" "1" "10.6432748538012" "10.6432748538012" "0" "1" "0" "10.7476635514019" "100" "1" "0" "0" "0" "0" "1" "0.374081119" "-0.615405356" "Pathogenic_stop"
"727" "1" "0" "1" "1" "1" "594" "61.952861952862" "1" "61.7597292724196" "61.7597292724196" "0" "1" "1" "75" "100" "6" "0" "0" "0" "0" "1" "0.688937663" "-0.005381972" "Pathogenic_stop"
"728" "1" "0" "1" "1" "1" "1281" "52.1303258145363" "1" "50.3896103896104" "100" "1" "1" "1" "60" "100" "3" "0" "1" "0" "1" "0" "0.134026905" "-0.754958418" "Pathogenic_stop"
"729" "1" "0" "1" "1" "1" "4452" "62.3539982030548" "1" "100" "100" "6" "1" "1" "100" "100" "7" "0" "0" "0" "0" "0" "0.477513193" "-2.412493531" "Pathogenic_stop"
"730" "1" "0" "1" "1" "1" "942" "53.1847133757962" "0" "53.1847133757962" "100" "1" "1" "0" "53.1847133757962" "100" "1" "0" "0" "0" "0" "0" "0.20381309" "0.92967242" "Pathogenic_stop"
"731" "0.5" "0" "1" "1" "1" "531" "32.7683615819209" "1" "100" "100" "1" "1" "0" "32.7683615819209" "100" "1" "0" "0" "0" "0" "0" "0.489031048" "0.057118534" "Pathogenic_stop"
"732" "1" "0" "1" "1" "1" "2298" "70.88772845953" "1" "94.6322067594433" "100" "7" "1" "0" "70.88772845953" "100" "1" "0" "0" "0" "0" "1" "0.129673261" "-0.156065314" "Pathogenic_stop"
"733" "1" "0" "1" "1" "1" "2298" "64.2297650130548" "1" "84.493041749503" "100" "7" "1" "0" "64.2297650130548" "100" "1" "0" "0" "0" "0" "1" "0.129673261" "-0.156065314" "Pathogenic_stop"
"734" "1" "0" "1" "1" "1" "2298" "23.6292428198433" "1" "28.0318091451292" "100" "2" "1" "0" "23.6292428198433" "100" "1" "0" "0" "0" "0" "1" "0.129673261" "-0.156065314" "Pathogenic_stop"
"735" "1" "0" "1" "1" "1" "2643" "17.5627240143369" "1" "100" "100" "3" "1" "0" "17.5627240143369" "100" "1" "0" "0" "0" "0" "0" "0.123450103" "0.652163325" "Pathogenic_stop"
"736" "1" "0" "1" "1" "1" "2643" "25.6869772998805" "1" "100" "100" "4" "0" "0" "25.6869772998805" "100" "1" "0" "0" "0" "0" "0" "0.123450103" "0.652163325" "Pathogenic_stop"
"737" "1" "0" "1" "1" "1" "2643" "29.1517323775388" "1" "100" "100" "4" "0" "0" "29.1517323775388" "100" "1" "0" "0" "0" "0" "0" "0.123450103" "0.652163325" "Pathogenic_stop"
"738" "1" "0" "1" "1" "1" "2643" "90.6810035842294" "1" "100" "100" "9" "0" "1" "100" "100" "8" "0" "0" "0" "0" "0" "0.123450103" "0.652163325" "Pathogenic_stop"
"739" "1" "0" "1" "1" "1" "7581" "25.8804907004353" "1" "34.5686160972785" "100" "7" "0" "1" "100" "100" "3" "0" "1" "0" "0" "0" "NaN" "-1.128353123" "Pathogenic_stop"
"740" "1" "0" "1" "1" "1" "1431" "30.9914129586261" "1" "100" "100" "4" "1" "1" "100" "100" "2" "0" "1" "0" "0" "0" "0.772346404" "-0.622676946" "Pathogenic_stop"
"741" "1" "0" "1" "1" "1" "1431" "64.6370023419204" "1" "100" "100" "9" "0" "1" "100" "100" "2" "0" "1" "0" "0" "0" "0.772346404" "-0.622676946" "Pathogenic_stop"
"742" "1" "0" "1" "1" "1" "1431" "93.2084309133489" "1" "100" "100" "13" "0" "1" "100" "100" "4" "0" "1" "0" "0" "0" "0.772346404" "-0.622676946" "Pathogenic_stop"
"743" "0" "0" "1" "1" "1" "4461" "3.31764178435328" "1" "100" "100" "1" "0" "0" "3.31764178435328" "100" "1" "0" "0" "0" "0" "0" "0.926934169" "-1.804354835" "Pathogenic_stop"
"744" "1" "0" "1" "1" "1" "4461" "37.3907195696032" "1" "100" "100" "2" "0" "1" "100" "100" "13" "0" "0" "0" "0" "0" "0.926934169" "-1.804354835" "Pathogenic_stop"
"745" "1" "0" "1" "1" "1" "4461" "56.1533288500336" "1" "100" "100" "4" "0" "1" "100" "100" "15" "0" "0" "0" "0" "0" "0.926934169" "-1.804354835" "Pathogenic_stop"
"746" "1" "0" "1" "1" "1" "4461" "86.0121049092132" "1" "100" "100" "7" "0" "1" "100" "100" "27" "0" "0" "0" "0" "0" "0.926934169" "-1.804354835" "Pathogenic_stop"
"747" "1" "0" "1" "1" "1" "4461" "95.7184487783008" "1" "100" "100" "8" "1" "1" "100" "100" "29" "0" "0" "0" "0" "0" "0.926934169" "-1.804354835" "Pathogenic_stop"
"748" "1" "0" "1" "1" "1" "4461" "96.8616902039901" "1" "100" "100" "8" "1" "1" "100" "100" "29" "0" "0" "0" "0" "0" "0.926934169" "-1.804354835" "Pathogenic_stop"
"749" "1" "0" "1" "1" "1" "2553" "87.9487179487179" "1" "87.696335078534" "100" "3" "1" "1" "80" "100" "14" "0" "0" "0" "0" "0" "0.783778027" "-0.464712395" "Pathogenic_stop"
"750" "1" "0" "1" "1" "1" "1110" "49.1891891891892" "1" "49.1891891891892" "100" "3" "1" "1" "50" "100" "1" "0" "0" "0" "0" "0" "0.785458713" "0.103030231" "Pathogenic_stop"
"751" "0" "0" "1" "1" "1" "1110" "20.4504504504505" "1" "20.4504504504505" "100" "1" "1" "0" "20.4504504504505" "100" "1" "0" "0" "0" "0" "0" "0.785458713" "0.103030231" "Pathogenic_stop"
"752" "1" "0" "1" "1" "1" "16611" "1.51706700379267" "1" "100" "100" "2" "0" "1" "100" "100" "4" "0" "0" "0" "0" "0" "NaN" "NaN" "Pathogenic_stop"
"753" "1" "0" "1" "1" "1" "16611" "18.2589850099332" "1" "100" "100" "6" "0" "1" "100" "100" "8" "0" "0" "0" "0" "0" "NaN" "NaN" "Pathogenic_stop"
"754" "1" "0" "1" "1" "1" "16611" "25.1760881343688" "1" "100" "100" "6" "0" "1" "100" "100" "11" "0" "0" "0" "0" "0" "NaN" "NaN" "Pathogenic_stop"
"755" "1" "0" "1" "1" "1" "16611" "25.3205707061586" "1" "100" "100" "6" "0" "1" "100" "100" "11" "0" "0" "0" "0" "0" "NaN" "NaN" "Pathogenic_stop"
"756" "1" "0" "1" "1" "1" "16611" "29.6189272169045" "1" "100" "100" "6" "0" "1" "100" "100" "11" "0" "0" "0" "0" "0" "NaN" "NaN" "Pathogenic_stop"
"757" "1" "0" "1" "1" "1" "16611" "32.8878454036482" "1" "100" "100" "6" "0" "1" "100" "100" "11" "0" "0" "0" "0" "0" "NaN" "NaN" "Pathogenic_stop"
"758" "1" "0" "1" "1" "1" "16611" "34.784179158389" "1" "100" "100" "6" "0" "1" "100" "100" "11" "0" "0" "0" "0" "0" "NaN" "NaN" "Pathogenic_stop"
"759" "1" "0" "1" "1" "1" "16611" "34.8744807657576" "1" "100" "100" "6" "0" "1" "100" "100" "11" "0" "0" "0" "0" "0" "NaN" "NaN" "Pathogenic_stop"
"760" "1" "0" "1" "1" "1" "16611" "57.4679429293841" "1" "100" "100" "6" "0" "1" "100" "100" "16" "0" "0" "0" "0" "0" "NaN" "NaN" "Pathogenic_stop"
"761" "1" "0" "1" "1" "1" "16611" "78.7430016254289" "1" "100" "100" "19" "0" "1" "100" "100" "22" "0" "0" "0" "0" "0" "NaN" "NaN" "Pathogenic_stop"
"762" "0" "0" "1" "1" "1" "1485" "15.959595959596" "1" "17.0995670995671" "100" "3" "1" "0" "15.959595959596" "100" "1" "0" "0" "0" "0" "0" "0.299189964" "-0.558357437" "Pathogenic_stop"
"763" "0" "0" "1" "1" "1" "1839" "38.9885807504078" "1" "40.1818181818182" "100" "7" "1" "0" "38.9885807504078" "100" "1" "0" "0" "0" "0" "0" "0.206365342" "0.799205007" "Pathogenic_stop"
"764" "0" "0" "1" "1" "1" "1770" "19.3220338983051" "1" "100" "100" "1" "0" "0" "19.3220338983051" "100" "1" "0" "0" "0" "0" "1" "0.594940278" "0.117584698" "Pathogenic_stop"
"765" "1" "0" "1" "1" "1" "1770" "20.1694915254237" "1" "100" "100" "1" "1" "0" "20.1694915254237" "100" "1" "0" "0" "0" "0" "1" "0.594940278" "0.117584698" "Pathogenic_stop"
"766" "1" "0" "1" "1" "1" "1770" "99.2655367231638" "1" "100" "100" "8" "0" "0" "99.2655367231638" "100" "1" "0" "0" "0" "0" "1" "0.594940278" "0.117584698" "Pathogenic_stop"
"767" "0" "0" "1" "1" "1" "1638" "12.6373626373626" "0" "12.6373626373626" "100" "1" "1" "1" "100" "100" "1" "0" "0" "0" "0" "0" "NaN" "-0.911109353" "Pathogenic_stop"
"768" "1" "0" "1" "1" "1" "990" "60.7070707070707" "1" "61.7094017094017" "100" "3" "1" "1" "100" "100" "1" "0" "0" "0" "0" "0" "0.121216112" "NaN" "Pathogenic_stop"
"769" "1" "0" "1" "1" "1" "8439" "34.1628154994668" "1" "100" "100" "8" "1" "1" "100" "100" "8" "0" "0" "0" "0" "1" "0.808486493" "1.036444045" "Pathogenic_stop"
"770" "1" "0" "1" "1" "1" "8439" "41.0593672236047" "1" "100" "100" "9" "0" "1" "100" "100" "9" "0" "0" "0" "0" "1" "0.808486493" "1.036444045" "Pathogenic_stop"
"771" "1" "0" "1" "1" "1" "8439" "87.320772603389" "1" "100" "100" "19" "0" "1" "100" "100" "22" "0" "0" "0" "0" "1" "0.808486493" "1.036444045" "Pathogenic_stop"
"772" "0" "0" "1" "1" "1" "1329" "23.4762979683973" "0" "23.4762979683973" "100" "1" "1" "0" "23.4762979683973" "100" "1" "0" "0" "0" "0" "0" "0.085598103" "0.218717575" "Pathogenic_stop"
"773" "1" "0" "1" "1" "1" "1656" "29.5289855072464" "1" "100" "100" "5" "0" "1" "100" "100" "1" "0" "0" "0" "0" "0" "0.32506015" "-0.314027422" "Pathogenic_stop"
"774" "1" "0" "1" "1" "1" "1656" "35.8695652173913" "1" "100" "100" "6" "0" "1" "100" "100" "2" "0" "0" "0" "0" "0" "0.32506015" "-0.314027422" "Pathogenic_stop"
"775" "1" "0" "1" "1" "1" "780" "97.0512820512821" "1" "93.9632545931758" "100" "5" "1" "1" "100" "100" "1" "0" "1" "0" "0" "0" "0.432051447" "-0.0274281" "Pathogenic_stop"
"776" "1" "0" "1" "1" "1" "2733" "28.2107574094402" "1" "49.0358126721763" "100" "1" "1" "1" "20" "100" "3" "0" "0" "0" "0" "0" "0.161039655" "-1.153638777" "Pathogenic_stop"
"777" "0" "0" "1" "1" "1" "2733" "6.22027076472741" "1" "2.93847566574839" "13.0081300813008" "0" "1" "1" "13.3333333333333" "100" "2" "0" "0" "0" "0" "0" "0.161039655" "-1.153638777" "Pathogenic_stop"
"778" "1" "0" "1" "1" "1" "858" "41.7670682730924" "1" "41.7670682730924" "100" "1" "1" "1" "53.8461538461538" "100" "7" "0" "0" "0" "0" "0" "0.920917828" "-0.582225231" "Pathogenic_stop"
"779" "1" "0" "1" "1" "1" "1962" "33.3333333333333" "1" "33.3333333333333" "100" "7" "1" "0" "33.3333333333333" "100" "1" "0" "0" "0" "0" "0" "0.32146743" "-0.841329384" "Pathogenic_stop"
"780" "1" "0" "1" "1" "1" "594" "25.9259259259259" "1" "19.1321499013807" "19.1321499013807" "0" "1" "0" "25.9259259259259" "100" "1" "0" "0" "0" "0" "1" "0.441789883" "0.038710339" "Pathogenic_stop"
"781" "1" "0" "1" "1" "1" "594" "65.993265993266" "1" "100" "100" "2" "1" "1" "100" "100" "2" "0" "0" "0" "0" "1" "0.441789883" "0.038710339" "Pathogenic_stop"
"782" "1" "0" "1" "1" "1" "7437" "23.3158531665994" "1" "100" "100" "1" "0" "0" "23.3158531665994" "100" "1" "0" "0" "0" "0" "1" "0.310689614" "0.374677996" "Pathogenic_stop"
"783" "1" "0" "1" "1" "1" "7437" "23.7999193223074" "1" "100" "100" "1" "0" "0" "23.7999193223074" "100" "1" "0" "0" "0" "0" "1" "0.310689614" "0.374677996" "Pathogenic_stop"
"784" "1" "0" "1" "1" "1" "7437" "69.7727578324593" "1" "100" "100" "1" "0" "0" "69.7727578324593" "100" "1" "0" "0" "0" "0" "1" "0.310689614" "0.374677996" "Pathogenic_stop"
"785" "1" "0" "1" "1" "1" "7437" "91.7708753529649" "1" "100" "100" "1" "0" "0" "91.7708753529649" "100" "1" "0" "0" "0" "0" "1" "0.310689614" "0.374677996" "Pathogenic_stop"
"786" "0" "0" "1" "1" "1" "1056" "11.3636363636364" "1" "100" "100" "1" "0" "0" "11.3636363636364" "100" "1" "0" "0" "0" "0" "1" "0.264923665" "-0.448125345" "Pathogenic_stop"
"787" "1" "0" "1" "1" "1" "1056" "50.8522727272727" "1" "100" "100" "5" "1" "1" "100" "100" "1" "0" "0" "0" "0" "1" "0.264923665" "-0.448125345" "Pathogenic_stop"
"788" "1" "0" "1" "1" "1" "435" "59.3103448275862" "1" "100" "100" "1" "0" "0" "59.3103448275862" "100" "1" "0" "0" "0" "0" "0" "0.111873358" "-0.09720619" "Pathogenic_stop"
"789" "1" "0" "1" "1" "1" "2184" "60.5769230769231" "1" "54.8913043478261" "100" "5" "1" "1" "55.5555555555556" "100" "10" "0" "0" "0" "0" "0" "0.42741207" "0.090079492" "Pathogenic_stop"
"790" "1" "0" "1" "1" "1" "2184" "22.8937728937729" "1" "14.6739130434783" "100" "3" "0" "1" "11.1111111111111" "100" "2" "0" "0" "0" "0" "0" "0.42741207" "0.090079492" "Pathogenic_stop"
"791" "1" "0" "1" "1" "1" "3558" "88.6172006745362" "1" "86.8677042801556" "100" "6" "1" "1" "66.6666666666667" "100" "6" "0" "0" "0" "0" "1" "0.493430105" "0.547404288" "Pathogenic_stop"
"792" "1" "0" "1" "1" "1" "3558" "85.2445193929174" "1" "82.976653696498" "100" "6" "1" "1" "66.6666666666667" "100" "6" "0" "0" "0" "0" "1" "0.493430105" "0.547404288" "Pathogenic_stop"
"793" "1" "0" "1" "1" "1" "3558" "19.1399662731872" "1" "6.71206225680934" "50" "0" "1" "0" "19.1399662731872" "100" "1" "0" "0" "0" "0" "1" "0.493430105" "0.547404288" "Pathogenic_stop"
"794" "0" "0" "1" "1" "1" "2733" "36.443468715697" "1" "100" "100" "3" "1" "0" "36.443468715697" "100" "1" "0" "0" "0" "0" "0" "0.10018372" "-0.393118976" "Pathogenic_stop"
"795" "1" "0" "1" "1" "1" "1398" "55.1502145922747" "1" "54.8596112311015" "100" "6" "1" "1" "26.3157894736842" "100" "5" "0" "0" "0" "0" "0" "0.268198355" "-0.020150552" "Pathogenic_stop"
"796" "0" "0" "1" "1" "1" "678" "45.575221238938" "1" "45.575221238938" "100" "5" "1" "0" "45.575221238938" "100" "1" "0" "0" "0" "0" "1" "0.505693022" "0.663285274" "Pathogenic_stop"
"797" "0" "0" "1" "1" "1" "678" "79.646017699115" "1" "79.646017699115" "100" "7" "1" "0" "79.646017699115" "100" "1" "0" "0" "0" "0" "1" "0.505693022" "0.663285274" "Pathogenic_stop"
"798" "0" "0" "1" "1" "1" "678" "89.6755162241888" "1" "89.6755162241888" "100" "7" "1" "0" "89.6755162241888" "100" "1" "0" "0" "0" "0" "1" "0.505693022" "0.663285274" "Pathogenic_stop"
"799" "0" "0" "1" "1" "1" "13737" "11.4872242847783" "1" "100" "100" "2" "0" "1" "100" "100" "1" "0" "0" "0" "0" "1" "0.309504267" "-1.83176571" "Pathogenic_stop"
"800" "0" "0" "1" "1" "1" "13737" "45.381087573706" "1" "100" "100" "3" "0" "1" "100" "100" "2" "0" "0" "0" "0" "1" "0.309504267" "-1.83176571" "Pathogenic_stop"
"801" "1" "0" "1" "1" "1" "1494" "26.5729585006693" "1" "35.3467561521253" "70.2064896755162" "0" "1" "0" "26.5729585006693" "100" "1" "0" "0" "0" "0" "1" "0.137533393" "0.066214104" "Pathogenic_stop"
"802" "1" "0" "1" "1" "1" "10254" "97.8935049736688" "0" "97.8935049736688" "100" "1" "1" "0" "97.8935049736688" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"803" "1" "0" "1" "1" "1" "10254" "97.3376243417203" "0" "97.3376243417203" "100" "1" "1" "0" "97.3376243417203" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"804" "1" "0" "1" "1" "1" "10254" "96.1478447435147" "0" "96.1478447435147" "100" "1" "1" "0" "96.1478447435147" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"805" "1" "0" "1" "1" "1" "10254" "94.3339184708406" "0" "94.3339184708406" "100" "1" "1" "0" "94.3339184708406" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"806" "1" "0" "1" "1" "1" "10254" "93.3001755412522" "0" "93.3001755412522" "100" "1" "1" "0" "93.3001755412522" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"807" "1" "0" "1" "1" "1" "10254" "92.4809830310123" "0" "92.4809830310123" "100" "1" "1" "0" "92.4809830310123" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"808" "1" "0" "1" "1" "1" "10254" "88.4045250633899" "0" "88.4045250633899" "100" "1" "1" "0" "88.4045250633899" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"809" "1" "0" "1" "1" "1" "10254" "87.79013068071" "0" "87.79013068071" "100" "1" "1" "0" "87.79013068071" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"810" "1" "0" "1" "1" "1" "10254" "83.9964891749561" "0" "83.9964891749561" "100" "1" "1" "0" "83.9964891749561" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"811" "1" "0" "1" "1" "1" "10254" "82.455627072362" "0" "82.455627072362" "100" "1" "1" "0" "82.455627072362" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"812" "1" "0" "1" "1" "1" "10254" "82.2703335283792" "0" "82.2703335283792" "100" "1" "1" "0" "82.2703335283792" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"813" "1" "0" "1" "1" "1" "10254" "82.1435537351278" "0" "82.1435537351278" "100" "1" "1" "0" "82.1435537351278" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"814" "1" "0" "1" "1" "1" "10254" "81.9680124829335" "0" "81.9680124829335" "100" "1" "1" "0" "81.9680124829335" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"815" "1" "0" "1" "1" "1" "10254" "81.9680124829335" "0" "81.9680124829335" "100" "1" "1" "0" "81.9680124829335" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"816" "1" "0" "1" "1" "1" "10254" "81.0415447630193" "0" "81.0415447630193" "100" "1" "1" "0" "81.0415447630193" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"817" "1" "0" "1" "1" "1" "10254" "80.7977374683051" "0" "80.7977374683051" "100" "1" "1" "0" "80.7977374683051" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"818" "1" "0" "1" "1" "1" "10254" "78.4181782718939" "0" "78.4181782718939" "100" "1" "1" "0" "78.4181782718939" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"819" "1" "0" "1" "1" "1" "10254" "78.2523893114882" "0" "78.2523893114882" "100" "1" "1" "0" "78.2523893114882" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"820" "1" "0" "1" "1" "1" "10254" "76.9163253364541" "0" "76.9163253364541" "100" "1" "1" "0" "76.9163253364541" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"821" "1" "0" "1" "1" "1" "10254" "76.5164813731227" "0" "76.5164813731227" "100" "1" "1" "0" "76.5164813731227" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"822" "1" "0" "1" "1" "1" "10254" "76.350692412717" "0" "76.350692412717" "100" "1" "1" "0" "76.350692412717" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"823" "1" "0" "1" "1" "1" "10254" "72.5277940315974" "0" "72.5277940315974" "100" "1" "1" "0" "72.5277940315974" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"824" "1" "0" "1" "1" "1" "10254" "70.9674273454262" "0" "70.9674273454262" "100" "1" "1" "0" "70.9674273454262" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"825" "1" "0" "1" "1" "1" "10254" "70.9576750536376" "0" "70.9576750536376" "100" "1" "1" "0" "70.9576750536376" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"826" "1" "0" "1" "1" "1" "10254" "70.040959625512" "0" "70.040959625512" "100" "1" "1" "0" "70.040959625512" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"827" "1" "0" "1" "1" "1" "10254" "69.6898771211235" "0" "69.6898771211235" "100" "1" "1" "0" "69.6898771211235" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"828" "1" "0" "1" "1" "1" "10254" "69.2120148234835" "0" "69.2120148234835" "100" "1" "1" "0" "69.2120148234835" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"829" "1" "0" "1" "1" "1" "10254" "67.749171055198" "0" "67.749171055198" "100" "1" "1" "0" "67.749171055198" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"830" "1" "0" "1" "1" "1" "10254" "67.2225472986152" "0" "67.2225472986152" "100" "1" "1" "0" "67.2225472986152" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"831" "1" "0" "1" "1" "1" "10254" "66.1010337429296" "0" "66.1010337429296" "100" "1" "1" "0" "66.1010337429296" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"832" "1" "0" "1" "1" "1" "10254" "61.7612638970158" "0" "61.7612638970158" "100" "1" "1" "0" "61.7612638970158" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"833" "1" "0" "1" "1" "1" "10254" "61.5954749366101" "0" "61.5954749366101" "100" "1" "1" "0" "61.5954749366101" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"834" "1" "0" "1" "1" "1" "10254" "59.7230349132046" "0" "59.7230349132046" "100" "1" "1" "0" "59.7230349132046" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"835" "1" "0" "1" "1" "1" "10254" "59.5279890774332" "0" "59.5279890774332" "100" "1" "1" "0" "59.5279890774332" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"836" "1" "0" "1" "1" "1" "10254" "58.8355763604447" "0" "58.8355763604447" "100" "1" "1" "0" "58.8355763604447" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"837" "1" "0" "1" "1" "1" "10254" "58.6307782328847" "0" "58.6307782328847" "100" "1" "1" "0" "58.6307782328847" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"838" "1" "0" "1" "1" "1" "10254" "57.831090306222" "0" "57.831090306222" "100" "1" "1" "0" "57.831090306222" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"839" "1" "0" "1" "1" "1" "10254" "54.6811000585137" "0" "54.6811000585137" "100" "1" "1" "0" "54.6811000585137" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"840" "1" "0" "1" "1" "1" "10254" "52.7403939925883" "0" "52.7403939925883" "100" "1" "1" "0" "52.7403939925883" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"841" "1" "0" "1" "1" "1" "10254" "51.6091281451141" "0" "51.6091281451141" "100" "1" "1" "0" "51.6091281451141" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"842" "1" "0" "1" "1" "1" "10254" "51.589623561537" "0" "51.589623561537" "100" "1" "1" "0" "51.589623561537" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"843" "1" "0" "1" "1" "1" "10254" "51.4335868929198" "0" "51.4335868929198" "100" "1" "1" "0" "51.4335868929198" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"844" "1" "0" "1" "1" "1" "10254" "51.248293348937" "0" "51.248293348937" "100" "1" "1" "0" "51.248293348937" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"845" "1" "0" "1" "1" "1" "10254" "50.7216695923542" "0" "50.7216695923542" "100" "1" "1" "0" "50.7216695923542" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
"846" "1" "0" "1" "1" "1" "10254" "50.5266237565828" "0" "50.5266237565828" "100" "1" "1" "0" "50.5266237565828" "100" "1" "0" "0" "0" "0" "0" "0.703463021" "3.731883424" "Pathogenic_stop"
